# idx stamp x y z qx qy qz qw yaw pcd_file
163 1778824331.575141430 0.052014 -21.387012 -0.219159 0.257505938 -0.002932088 -0.951070139 0.170726935 -2.758295450 keyframe_000163.pcd
164 1778824331.675062656 -0.057564 -21.428315 -0.249374 0.247565762 -0.015458550 -0.956727536 0.152133656 -2.796519642 keyframe_000164.pcd
165 1778824331.775212049 -0.168196 -21.464543 -0.292812 0.257445881 -0.011945855 -0.956389058 0.137473216 -2.827936691 keyframe_000165.pcd
166 1778824331.875178814 -0.290396 -21.485143 -0.309367 0.235631500 -0.003822161 -0.963016967 0.130619711 -2.853434493 keyframe_000166.pcd
167 1778824331.975104094 -0.425595 -21.508713 -0.335468 0.249614809 0.000860618 -0.958408361 0.138365889 -2.835228589 keyframe_000167.pcd
168 1778824332.075017452 -0.556532 -21.542070 -0.319315 0.232061343 -0.004232223 -0.958760974 0.164033582 -2.780657399 keyframe_000168.pcd
169 1778824332.175143242 -0.685499 -21.586678 -0.357780 0.257661232 0.012735250 -0.948861547 0.181962271 -2.741493609 keyframe_000169.pcd
170 1778824332.275043726 -0.817465 -21.632183 -0.360665 0.246034111 0.018586320 -0.949283202 0.194892709 -2.719220031 keyframe_000170.pcd
171 1778824332.374952078 -0.937767 -21.688605 -0.390800 0.246820160 0.013657310 -0.946057791 0.209446754 -2.683686139 keyframe_000171.pcd
172 1778824332.475026369 -1.053307 -21.731116 -0.405446 0.235226464 0.005719743 -0.946755177 0.219750835 -2.660905978 keyframe_000172.pcd
173 1778824332.575083017 -1.161251 -21.784194 -0.442487 0.252491284 0.016475050 -0.940788073 0.225598151 -2.646480918 keyframe_000173.pcd
174 1778824332.674998283 -1.268294 -21.832172 -0.456325 0.243316589 0.023405583 -0.942310349 0.228692856 -2.646426495 keyframe_000174.pcd
175 1778824332.775191545 -1.385047 -21.900827 -0.490679 0.245346706 0.019886217 -0.940234298 0.235306177 -2.628968729 keyframe_000175.pcd
176 1778824332.874966621 -1.496534 -21.956134 -0.498706 0.236209243 0.008547806 -0.942520157 0.236194587 -2.625077688 keyframe_000176.pcd
177 1778824332.975018024 -1.609222 -22.034273 -0.538354 0.243965740 0.023947477 -0.937793842 0.245865709 -2.607562039 keyframe_000177.pcd
178 1778824333.075100899 -1.715431 -22.111460 -0.555214 0.240639313 0.026845154 -0.930547248 0.274688691 -2.544721199 keyframe_000178.pcd
179 1778824333.175001621 -1.808812 -22.200187 -0.591507 0.227168752 0.023988865 -0.916881436 0.327333659 -2.429296681 keyframe_000179.pcd
180 1778824333.274969339 -1.868568 -22.286145 -0.595736 0.207653758 0.016962273 -0.897063563 0.389703941 -2.293219084 keyframe_000180.pcd
181 1778824333.375222921 -1.936943 -22.370441 -0.608898 0.216303150 0.050879878 -0.872307325 0.435550360 -2.191025392 keyframe_000181.pcd
182 1778824333.475040436 -2.021390 -22.455556 -0.592893 0.222198323 0.046577186 -0.854652517 0.466934200 -2.110023440 keyframe_000182.pcd
183 1778824333.575185776 -2.083363 -22.570230 -0.596034 0.208911492 0.034985285 -0.843712108 0.493236148 -2.051233640 keyframe_000183.pcd
184 1778824333.665237188 -2.141827 -22.658000 -0.591315 0.200937290 0.029602168 -0.834656376 0.511953759 -2.009164649 keyframe_000184.pcd
185 1778824333.775060177 -2.200278 -22.786258 -0.623320 0.211108204 0.043275758 -0.822673194 0.526088729 -1.969878933 keyframe_000185.pcd
186 1778824333.875210285 -2.232738 -22.898081 -0.628728 0.203535758 0.041853613 -0.819864908 0.533519449 -1.956061507 keyframe_000186.pcd
187 1778824333.975166321 -2.270475 -23.014671 -0.663966 0.205842363 0.029173657 -0.813608625 0.542972213 -1.928358218 keyframe_000187.pcd
188 1778824334.174975157 -2.356493 -23.251967 -0.713545 0.194184122 0.025249893 -0.808923365 0.554344621 -1.906994723 keyframe_000188.pcd
189 1778824334.273865938 -2.388354 -23.378257 -0.745043 0.213470247 0.041233271 -0.804628364 0.552542729 -1.900505189 keyframe_000189.pcd
